"stock #","on website & classifieds","category","status","year","manufacturer","model","brand","title","price","sales price","website only price","hidden price","msrp","vin#","condition","location country","location region","location city","location postal code","location_phone","description","length","width","height","weight (lbs)","gvwr (lbs)","axle capacity (lbs)","payload capacity (lbs)","overall length","min width","min height","axles","subttile","sleeping capacity","slideouts","pull type","construction","is tilt","ramps","living quarters","conversion company","side wall height","custom conversion company","roof type","nose type","color","is rental","weekly rate","daily rate","monthly rate","external link","shortwall length","stalls","manger","configuration","midtack","admin-unit cost","admin-shipping cost","admin-prep cost","admin-total cost","admin-min sell price","admin-notes","is on special","is featured","created at date","append images on import","number of images","images"
"TB25028","Yes","trailer.flatbed","Available","2022","Big Tex Trailers","14FT-20BK","","2022 Big Tex Trailers 14FT-20BK Flatbed Trailer","$10995.00","$9295.00","$0.00","$0.00","$12367.10","16V1C2527N2108147","New","US","CO","Parker","80134","3038414910","14FT Heavy Duty Full Tilt Bed Equipment*<br/> MADE IN THE U.S.A.<BR/> STANDARD FEATURES<br/> The 14FT from Big Tex is a durable full-tilt deck trailer perfect for hauling medium-duty low-profile equipment. This trailer comes standard with an adjustable coupler LED lights and treated floor.<br/> - Adjustable 2-5/16 14000# Cast Coupler<br/> - Fold Back/Wrap Tongue w/ Raised Coupler<br/> - Complete Break-A-Way System w/Charger<br/> - Sealed Modular Wiring Harness 7-Way<br/> - 12000# Drop Leg Jack- Side Wind Against Bed<br/> - Hydraulic Dampening System<br/> - Spare Tire Mount (Front) <br/> - Tilt Platform is 75 Wide<br/> - 2 Treated Pine Floor or Douglas Fir<br/> - Unique Two Piece Main Frame<br/> - Rub rail and Tie Down Pockets Along Sides<br/> - Radial Tires ST235/80R16 Load Range E<br/> - 16x 6 Heavy Black Mod 8 Lug<br/> - EZ Lube Hubs<br/> - Nev-R-Adjust Electric Brakes on All Hubs<br/> - Cambered 4 Drop Axles<br/> - Dexter Brand Axles<br/> - Multi-Leaf Slipper Spring w/ Equalizer<br/> - 14 Gauge Double Broke Diamond Plate Fenders (Removable) <br/> - Grommet Mount Sealed Lighting<br/> - L.E.D. Lighting Package<br/> - 1/4 Diamond Plate Knife Edge on Rear<br/> - CASH CHECK OR FINANCED PRICE<br/> - FINANCING AVAILABLE TO THOSE WHO QUALIFY<BR/> - NOT RESPONSIBLE FOR TYPOGRAPHICAL ERRORS<BR/>","20.00 ft","6.70 ft","","3490.00","14000.00","","10510","","","","2","","","","2-5/16","","","","","","","","","","Black","","","","","","","","","","","","","","0","","","No","No","2022-01-20T01:01:27-06:00","0","7","http://dealer-cdn.com/yWOEQR/dXv3ZI/654800dd498efe2c02ebd77f0ee9e22e,http://dealer-cdn.com/yWOEQR/M4sYm8/98d5fdec30ffb6d720706189a7e3ad2d,http://dealer-cdn.com/yWOEQR/IlnNIW/7658f2ca80a38206276503739002bc57,http://dealer-cdn.com/yWOEQR/mzVWuO/3e6c9872e053f749fa52c8fa4b7d622a,http://dealer-cdn.com/yWOEQR/lGUks4/9071cd95fee13dcab3b9b9f56ea5bdcf,http://dealer-cdn.com/yWOEQR/tz5o5w/6ad223aa9f92d4dbc17bc365b8114626,http://dealer-cdn.com/yWOEQR/uPLhcu/5f3c684c1021fd4da547e6538c6e6f8e"
"TB25024","Yes","trailer.flatbed","Available","2022","Big Tex Trailers","14FT-20BK","","2022 Big Tex Trailers 14FT-20BK Flatbed Trailer","$10995.00","$9295.00","$0.00","$0.00","$12367.10","16V1C252XN2108143","New","US","CO","Parker","80134","3038414910","14FT Heavy Duty Full Tilt Bed Equipment*<br/> MADE IN THE U.S.A.<BR/> STANDARD FEATURES<br/> The 14FT from Big Tex is a durable full-tilt deck trailer perfect for hauling medium-duty low-profile equipment. This trailer comes standard with an adjustable coupler LED lights and treated floor.<br/> - Adjustable 2-5/16 14000# Cast Coupler<br/> - Fold Back/Wrap Tongue w/ Raised Coupler<br/> - Complete Break-A-Way System w/Charger<br/> - Sealed Modular Wiring Harness 7-Way<br/> - 12000# Drop Leg Jack- Side Wind Against Bed<br/> - Hydraulic Dampening System<br/> - Spare Tire Mount (Front) <br/> - Tilt Platform is 75 Wide<br/> - 2 Treated Pine Floor or Douglas Fir<br/> - Unique Two Piece Main Frame<br/> - Rub rail and Tie Down Pockets Along Sides<br/> - Radial Tires ST235/80R16 Load Range E<br/> - 16x 6 Heavy Black Mod 8 Lug<br/> - EZ Lube Hubs<br/> - Nev-R-Adjust Electric Brakes on All Hubs<br/> - Cambered 4 Drop Axles<br/> - Dexter Brand Axles<br/> - Multi-Leaf Slipper Spring w/ Equalizer<br/> - 14 Gauge Double Broke Diamond Plate Fenders (Removable) <br/> - Grommet Mount Sealed Lighting<br/> - L.E.D. Lighting Package<br/> - 1/4 Diamond Plate Knife Edge on Rear<br/> - CASH CHECK OR FINANCED PRICE<br/> - FINANCING AVAILABLE TO THOSE WHO QUALIFY<BR/> - NOT RESPONSIBLE FOR TYPOGRAPHICAL ERRORS<BR/>","20.00 ft","6.70 ft","","3490.00","14000.00","","10510","","","","2","","","","2-5/16","","","","","","","","","","Black","","","","","","","","","","","","","","0","","","No","No","2022-01-21T01:01:57-06:00","0","7","http://dealer-cdn.com/yWOEQR/9RaTL6/26fc2545b0df3980d135d894a5520bba,http://dealer-cdn.com/yWOEQR/KDWonA/63a85796d63867c71b4e4ba0d6618516,http://dealer-cdn.com/yWOEQR/zYgQxU/306690d5ddea04bb0d0744dafe8e5700,http://dealer-cdn.com/yWOEQR/Sru5SK/abd91ebceda38cbb59574eb99824a433,http://dealer-cdn.com/yWOEQR/HqAntQ/57b4321c00080ac30d2e74c221e9d0ec,http://dealer-cdn.com/yWOEQR/my18TY/5aad17fbea11a6d553237ea48881d2bc,http://dealer-cdn.com/yWOEQR/D7WMmu/059470866a22d7e4b8d9b46fbdbd56a4"
"TB25025","Yes","trailer.flatbed","Available","2022","Big Tex Trailers","14FT-20BK","","2022 Big Tex Trailers 14FT-20BK Flatbed Trailer","$10995.00","$9295.00","$0.00","$0.00","$12367.10","16V1C2521N2108144","New","US","CO","Parker","80134","3038414910","14FT Heavy Duty Full Tilt Bed Equipment<br/> MADE IN THE U.S.A.<BR/> STANDARD FEATURES<br/> The 14FT from Big Tex is a durable full-tilt deck trailer perfect for hauling medium-duty low-profile equipment. This trailer comes standard with an adjustable coupler LED lights and treated floor.<br/> - Adjustable 2-5/16 14000# Cast Coupler<br/> - Fold Back/Wrap Tongue w/ Raised Coupler<br/> - Complete Break-A-Way System w/Charger<br/> - Sealed Modular Wiring Harness 7-Way<br/> - 12000# Drop Leg Jack- Side Wind Against Bed<br/> - Hydraulic Dampening System<br/> - Spare Tire Mount (Front) <br/> - Tilt Platform is 75 Wide<br/> - 2 Treated Pine Floor or Douglas Fir<br/> - Unique Two Piece Main Frame<br/> - Rub rail and Tie Down Pockets Along Sides<br/> - Radial Tires ST235/80R16 Load Range E<br/> - 16x 6 Heavy Black Mod 8 Lug<br/> - EZ Lube Hubs<br/> - Nev-R-Adjust Electric Brakes on All Hubs<br/> - Cambered 4 Drop Axles<br/> - Dexter Brand Axles<br/> - Multi-Leaf Slipper Spring w/ Equalizer<br/> - 14 Gauge Double Broke Diamond Plate Fenders (Removable) <br/> - Grommet Mount Sealed Lighting<br/> - L.E.D. Lighting Package<br/> - 1/4 Diamond Plate Knife Edge on Rear<br/> - CASH CHECK OR FINANCED PRICE<br/> - FINANCING AVAILABLE TO THOSE WHO QUALIFY<BR/> - NOT RESPONSIBLE FOR TYPOGRAPHICAL ERRORS<BR/>","20.00 ft","6.70 ft","","3490.00","14000.00","","10510","","","","2","","","","2-5/16","","","","","","","","","","Black","","","","","","","","","","","","","","0","","","No","No","2022-01-21T01:02:11-06:00","0","7","http://dealer-cdn.com/yWOEQR/9OkU2S/1111fad2b19308307cfac0efef8f63d6,http://dealer-cdn.com/yWOEQR/gJ9Zmi/5454f560cd21698b2330950c458703c0,http://dealer-cdn.com/yWOEQR/ztgkaG/a30f71e485359b47059b74f064bfdd98,http://dealer-cdn.com/yWOEQR/GW4KWG/6eec3911b0f16f34edd6a56b176dab14,http://dealer-cdn.com/yWOEQR/iEnV6u/d5040a5e3d63539472334c4f377145bd,http://dealer-cdn.com/yWOEQR/VouxZQ/76780448be9ed98f11a5df4dbf617b1e,http://dealer-cdn.com/yWOEQR/RnTx1E/b97ba3fcacb46477df2752ebb038a006"
"TB25138","Yes","trailer.dump","Available","2022","Big Tex Trailers","14LD-14BK","","2022 Big Tex Trailers 14LD-14BK Dump","$12775.00","$10675.00","$0.00","$0.00","$12947.25","16V1D1923N5184903","New","US","CO","Parker","80134","3038414910","14LD LOW PROFILE DUMP*<BR/> MADE IN THE U.S.A.<BR/> THE 14LD LOW PROFILE DUMP TRAILER FROM BIG TEX TRAILERS COMBINES DURABILITY WITH AFFORDABILITY. A FORMED I-BEAM FRAME WITH INTEGRATED TONGUE PROVIDES A LOWER DECK HEIGHT AND STRENGTH. <BR/>THIS TRAILER NOW HAS ADDED RAMPS!<BR/> ADJUSTABLE 2-5/16 DEMCO EZ LATCH COUPLER<BR/> 8000 LB TOP WIND TONGUE JACK<BR/> LOCKABLE PUMP AND BATTERY BOX<BR/> 12V INTERSTATE BATTERY<BR/> 110V ON BOARD BATTERY CHARGER<BR/> 8 I-BEAM FRAME<BR/> SEALED WIRE HARNESS<BR/> COMPLETE BREAKAWAY SYSTEM<BR/> ZIP BREAKAWAY CABLE<BR/> 20 IN TALL SIDES<BR/> STAKE POCKETS ALONG SIDES<BR/> (4) IN D-RINGS INSIDE BED<BR/> 11 GAUGE STEEL FLOOR AND SIDES<BR/> TARP INCLUDED<BR/> J-HOOKS ON TOP AND REAR FOR TARP CONTROL<BR/> HYDRAULIC SCISSOR HOIST<BR/> POWER UP POWER DOWN HYDRAULIC PUMP<BR/> DEXTER BRAND AXLES<BR/> NEV-R-ADJUST ELECTRIC BRAKES<BR/> DOUBLE BARN DOORS<BR/> L.E.D. LIGHTING PACKAGE<BR/> SPARE TIRE MOUNT<BR/> RADIAL TIRES<BR/> RAMPS INCLUDED<BR/> CASH CHECK OR FINANCED PRICE<BR/> FINANCING AVAILABLE FOR THOSE WHO QUALIFY<BR/> NOT RESPONSIBLE FOR TYPOGRAPHICAL ERRORS<BR/>","14.00 ft","7.00 ft","","3555.00","14000.00","","10445","","","","2","","","","2-5/16","","","","","","","","","","Black","","","","","","","","","","","","","","0","","","Yes","No","2022-02-23T01:02:29-06:00","0","9","http://dealer-cdn.com/yWOEQR/rw4JO4/e38b0f9bdeecddead5710211a86bf8a1,http://dealer-cdn.com/yWOEQR/cipG9g/4e37415a5ad8d3e8473f0b2c965d394b,http://dealer-cdn.com/yWOEQR/2jqArI/bdade6f1f4a36bb76b6d6dd67382442e,http://dealer-cdn.com/yWOEQR/e9O6jo/8a2aadabdcae0c2cbd517f64a058dc9d,http://dealer-cdn.com/yWOEQR/atZJFw/b2fb3583c7d0f5b9f2943ac611c0a035,http://dealer-cdn.com/yWOEQR/HRPInI/2fd701fed1826429bb05dc14423aec6f,http://dealer-cdn.com/yWOEQR/scI8zA/0d7fae257df982f1054ea9ae175b2b49,http://dealer-cdn.com/yWOEQR/Atquhc/33da0b81fdecd39a86b446537f164815,http://dealer-cdn.com/yWOEQR/sHV1hw/2bc732817ae6cc836b80b3e138006c6b"
"TB25139","No","trailer.dump","Available","2022","Big Tex Trailers","14LD-14BK","","2022 Big Tex Trailers 14LD-14BK Dump","$12775.00","$10675.00","$0.00","$0.00","$12947.25","16V1D1924N5185946","New","US","CO","Parker","80134","3038414910","14LD LOW PROFILE DUMP*<BR/> MADE IN THE U.S.A.<BR/> THE 14LD LOW PROFILE DUMP TRAILER FROM BIG TEX TRAILERS COMBINES DURABILITY WITH AFFORDABILITY. A FORMED I-BEAM FRAME WITH INTEGRATED TONGUE PROVIDES A LOWER DECK HEIGHT AND STRENGTH. <BR/>THIS TRAILER NOW HAS ADDED RAMPS!<BR/> ADJUSTABLE 2-5/16 DEMCO EZ LATCH COUPLER<BR/> 8000 LB TOP WIND TONGUE JACK<BR/> LOCKABLE PUMP AND BATTERY BOX<BR/> 12V INTERSTATE BATTERY<BR/> 110V ON BOARD BATTERY CHARGER<BR/> 8 I-BEAM FRAME<BR/> SEALED WIRE HARNESS<BR/> COMPLETE BREAKAWAY SYSTEM<BR/> ZIP BREAKAWAY CABLE<BR/> 20 IN TALL SIDES<BR/> STAKE POCKETS ALONG SIDES<BR/> (4) IN D-RINGS INSIDE BED<BR/> 11 GAUGE STEEL FLOOR AND SIDES<BR/> TARP INCLUDED<BR/> J-HOOKS ON TOP AND REAR FOR TARP CONTROL<BR/> HYDRAULIC SCISSOR HOIST<BR/> POWER UP POWER DOWN HYDRAULIC PUMP<BR/> DEXTER BRAND AXLES<BR/> NEV-R-ADJUST ELECTRIC BRAKES<BR/> DOUBLE BARN DOORS<BR/> L.E.D. LIGHTING PACKAGE<BR/> SPARE TIRE MOUNT<BR/> RADIAL TIRES<BR/> RAMPS INCLUDED<BR/> CASH CHECK OR FINANCED PRICE<BR/> FINANCING AVAILABLE FOR THOSE WHO QUALIFY<BR/> NOT RESPONSIBLE FOR TYPOGRAPHICAL ERRORS<BR/>","14.00 ft","7.00 ft","","3555.00","14000.00","","10445","","","","2","","","","2-5/16","","","","","","","","","","Black","","","","","","","","","","","","","","0","","","Yes","No","2022-02-23T01:02:29-06:00","0","9","http://dealer-cdn.com/yWOEQR/DRX5SS/d6ce0cb830d985abb2f362ec32c22596,http://dealer-cdn.com/yWOEQR/BVkMZE/e651d8b13cf71a429dc1445477931b90,http://dealer-cdn.com/yWOEQR/dy29XE/c467df49f692d1babb2f379a34823938,http://dealer-cdn.com/yWOEQR/Eclb16/410973a887952c5bbe6f0d8b36dff938,http://dealer-cdn.com/yWOEQR/CbA5xY/fb4cc532047c93d2a9d2f6d34a5af7f5,http://dealer-cdn.com/yWOEQR/pYBIcS/4bedf0bd31b9fa89f130c420826b7955,http://dealer-cdn.com/yWOEQR/VHZ5mq/64ace2b9ca1a35c7bb3b1a7c328be344,http://dealer-cdn.com/yWOEQR/tINB1E/ac1cf1e09241b5aa39c2d17add557626,http://dealer-cdn.com/yWOEQR/h7OZo8/2c578c8fc527fa0604be11d307e31591"
"TM25250","Yes","trailer.utility","Available","2023","Aluma","8220-TA-EL-R-RTD","","2023 Aluma 8220-TA-EL-R-RTD Utility Trailer","$10175.00","$9945.00","$0.00","$0.00","$11452.90","1YGHD2026PB251979","New","US","CO","Parker","80134","3038414910","ALUMA 8220 TANDEM AXLE TRAILER* \nSTANDARD FEATURES \n 2-5/16 COUPLER \n A-FRAMED ALUMINUM TONGUE 48 LONG \n BREAK-AWAY KIT \n SAFETY CHAINS \n DOUBLE WHEEL SWIVEL TONGUE JACK 1500LB CAPACITY \n FOLD DOWN REAR STABILIZER JACKS \n REMOVABLE ALUMINUM FENDERS \n ALUMINUM WHEELS 5 ON 4.5 LUG PATTERN \n ST205/75R14 LRC RADIAL TIRES (1760LB CAP/TIRE) \n ELECTRIC BRAKES \n (2) 3500LB RUBBER TORSION AXLES- EASY LUBE HUBS \n EXTRUDED ALUMINUM FLOOR \n FRONT RETAINING RAIL \n (2) 6' ALUMINUM RAMPS WITH STORAGE UNDERNEATH \n (6) STAKE POCKETS (3 PER SIDE) \n (4) RECESSED TIE RINGS \n OVERALL WIDTH = 101.5 \n OVERALL LENGTH = 290 \n LED LIGHTING PACKAGE \n 5 YEAR WARRANTY \n CASH CHECK OR FINANCE PRICE \n FINANCING AVAILABLE FOR THOSE WHO QUALIFY \n NOT RESPONSIBLE FOR TYPOGRAPHICAL ERRORS","20.00 ft","6.80 ft","","1550.00","7000.00","","5450","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No","No","2022-03-17T02:01:22-05:00","0","8","http://dealer-cdn.com/yWOEQR/iKpTcm/f19bd5389cbd92fea4913cc718f5268e,http://dealer-cdn.com/yWOEQR/0NqIvQ/299114511b2e08e43a3b7ca23af27606,http://dealer-cdn.com/yWOEQR/ZE6WLQ/a827bf4d2e36187e2ef7bfcbfa23e4d1,http://dealer-cdn.com/yWOEQR/jrLtwG/6dd73817fc474ef48dc0d7d53de6a81b,http://dealer-cdn.com/yWOEQR/BOeOJc/4688b520d9002a618e91be2f838ae4b6,http://dealer-cdn.com/yWOEQR/0TuTpY/f3d057ed6417b04a7165120e46e4d2c2,http://dealer-cdn.com/yWOEQR/dYCehM/a52f7ee769bfff01a1375f06c8061aef,http://dealer-cdn.com/yWOEQR/zyod7Y/179798568a191f626b35a3979cbf7325"
"TB25209","Yes","trailer.utility","Available","2022","Big Tex Trailers","35SV-14BK","","2022 Big Tex Trailers 35SV-14BK Utility Trailer","$4250.00","$0.00","$0.00","$0.00","$4613.24","16V1W1715N2092455","New","US","CO","Parker","80134","3038414910","35SV Single Axle Vanguard* \nMADE IN THE U.S.A. \nSTANDARD FEATURES \nThe 35SV Single Axle Vanguard Trailer from Big Tex comes with the pipe-top rail higher sides and multiple width options providing versatility to haul just about anything you need. Protect your cargo and trailer confidently with the 35SV. \n A-Frame Channel Tongue \n 2 COUPLER \n 2000# Top Wind Jack (Bolted On) \n Removable Sand Foot on Jack \n Lower Support Jack Plate \n (4) Tie Down Pockets on Outside of Frame \n Pipe Top Rail \n 29-3/8 Tall Sides w/ 24 V-Crimped Steel Panels (16Ga.) \n 2 Treated Pine Floor \n (4) Tie Down Loops Inside Bed \n Radial Tires ST205/75R15 Load Range C \n 15 x 5 Black Spoke 5 on 5 Lug Wheels \n EZ Lube Hubs&lt; \n Dexter Brand Axle \n Brake Flanges on Axle for Easy Brake Addition \n Multi-Leaf Spring \n Protected Wiring \n Grommet Mount Sealed Lighting \n L.E.D. Lighting Package \n RAMP GATE \n CASH CHECK OR FINANCED PRICE \n FINANCING AVAILABLE TO THOSE WHO QUALIFY \n NOT RESPONSIBLE FOR TYPOGRAPHICAL ERRORS","14.00 ft","6.50 ft","","1480.00","2995.00","","1515","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","No","2022-03-18T02:02:02-05:00","0","4","http://dealer-cdn.com/yWOEQR/bhoJHM/d2ebd7d57d20671f36a3b7f0a357a977,http://dealer-cdn.com/yWOEQR/KlGssa/c5242da57e657f20afbb51872c8136e5,http://dealer-cdn.com/yWOEQR/nBiHVA/6baea2b2844511f851f299ad79b02595,http://dealer-cdn.com/yWOEQR/DFT8Qi/fa160c32509a2b84a8b6b3743983f46e"
"TM25249","Yes","trailer.utility","Available","2023","Aluma","8218TA-EL-R-RTD","","2023 Aluma 8218TA-EL-R-RTD Utility Trailer","$9895.00","$9275.00","$0.00","$0.00","$11129.31","1YGHD1823PB249962","New","US","CO","Parker","80134","3038414910","ALUMA 8218 TANDEM AXLE TRAILER \nSTANDARD FEATURES \n2-5/16 COUPLER \nA-FRAMED ALUMINUM TONGUE 48 LONG \nBREAK-AWAY KIT \nSAFETY CHAINS \nDOUBLE WHEEL SWIVEL TONGUE JACK 1500LB CAPACITY \nFOLD DOWN REAR STABILIZER JACKS \nREMOVABLE ALUMINUM FENDERS \nALUMINUM WHEELS 5 ON 4.5 LUG PATTERN \nST205/75R14 LRC RADIAL TIRES (1760 LB CAP/TIRE) \nELECTRIC BRAKES \n(2) 3500LB RUBBER TORSION AXLES- EASY LUBE HUBS \nEXTRUDED ALUMINUM FLOOR \nFRONT RETAINING RAIL \n(2) 6' ALUMINUM RAMPS WITH STORAGE UNDERNEATH \n(6) STAKE POCKETS (3 PER SIDE) \n(4) RECESSED TIE RINGS \nLED LIGHTING PACKAGE \n5 YEAR WARRANTY \nCASH CHECK OR FINANCED PRICE \nFINANCING AVAILABLE FOR THOSE WHO QUALIFY \nNOT RESPONSIBLE FOR TYPOGRAPHICAL ERRORS","18.00 ft","6.70 ft","","1425.00","7000.00","","5575","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No","No","2022-03-18T02:02:59-05:00","0","5","http://dealer-cdn.com/yWOEQR/ni4YKW/30e55a50c45baf3335b87eb9c25a5078,http://dealer-cdn.com/yWOEQR/J0Guvo/7b1f2e3df3688adef99f30924b7c591e,http://dealer-cdn.com/yWOEQR/9RaTL6/c891f55f281633967a84b10feb18f93a,http://dealer-cdn.com/yWOEQR/lF4lDk/f56a32a1e63856298681c776ef500eaf,http://dealer-cdn.com/yWOEQR/d08n5c/206657eebc2df5adcfa0895e084688e9"
"TB25210","Yes","trailer.utility","Available","2022","Big Tex Trailers","35SV-14BK","","2022 Big Tex Trailers 35SV-14BK Utility Trailer","$4250.00","$3995.00","$0.00","$0.00","$4613.24","16V1W1715N2087952","New","US","CO","Parker","80134","3038414910","35SV Single Axle Vanguard* \nMADE IN THE U.S.A. \nSTANDARD FEATURES \nThe 35SV Single Axle Vanguard Trailer from Big Tex comes with the pipe-top rail higher sides and multiple width options providing versatility to haul just about anything you need. Protect your cargo and trailer confidently with the 35SV. \n A-Frame Channel Tongue \n 2 COUPLER \n 2000# Top Wind Jack (Bolted On) \n Removable Sand Foot on Jack \n Lower Support Jack Plate \n (4) Tie Down Pockets on Outside of Frame \n Pipe Top Rail \n 29-3/8 Tall Sides w/ 24 V-Crimped Steel Panels (16Ga.) \n 2 Treated Pine Floor \n (4) Tie Down Loops Inside Bed \n Radial Tires ST205/75R15 Load Range C \n 15 x 5 Black Spoke 5 on 5 Lug Wheels \n EZ Lube Hubs \n Dexter Brand Axle \n Brake Flanges on Axle for Easy Brake Addition \n Multi-Leaf Spring \n Protected Wiring \n Grommet Mount Sealed Lighting \n L.E.D. Lighting Package \n RAMP GATE \n CASH CHECK OR FINANCED PRICE \n FINANCING AVAILABLE TO THOSE WHO QUALIFY \n NOT RESPONSIBLE FOR TYPOGRAPHICAL ERRORS","14.00 ft","6.50 ft","","1480.00","2995.00","","1515","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","No","2022-03-22T02:03:24-05:00","0","4","http://dealer-cdn.com/yWOEQR/vzjuaW/b64ccd052e5599d575fd0589fb426340,http://dealer-cdn.com/yWOEQR/jI9doG/172afe0e39d2ba5a5d6718a88f0da9bb,http://dealer-cdn.com/yWOEQR/mh3bSC/d566e145654bd5d52196c295a27574d9,http://dealer-cdn.com/yWOEQR/JzSZeq/5bf81e86221927e7e9f2ae3b5ba05ebf"
"TB25356","Yes","trailer.utility","Available","2022","Big Tex Trailers","35SV-14BK","","2022 Big Tex Trailers 35SV-14BK Utility Trailer","$4250.00","$3995.00","$0.00","$0.00","$4613.24","16V1W1710N2131694","New","US","CO","Parker","80134","3038414910","35SV Single Axle Vanguard* \nMADE IN THE U.S.A. \nSTANDARD FEATURES \nThe 35SV Single Axle Vanguard Trailer from Big Tex comes with the pipe-top rail higher sides and multiple width options providing versatility to haul just about anything you need. Protect your cargo and trailer confidently with the 35SV. \nA-Frame Channel Tongue \n2 COUPLER \n2000# Top Wind Jack (Bolted On) \nRemovable Sand Foot on Jack \nLower Support Jack Plate \n(4) Tie Down Pockets on Outside of Frame \nPipe Top Rail \n29-3/8 Tall Sides w/ 24 V-Crimped Steel Panels (16Ga.) \n2 Treated Pine Floor \n(4) Tie Down Loops Inside Bed \nRadial Tires ST205/75R15 Load Range C \n15 x 5 Black Spoke 5 on 5 Lug Wheels \nEZ Lube Hubs \nDexter Brand Axle \nBrake Flanges on Axle for Easy Brake Addition \nMulti-Leaf Spring \nProtected Wiring \nGrommet Mount Sealed Lighting \nL.E.D. Lighting Package \nRAMP GATE \nSuperior Quality Finish is Applied for a Highly Decorative and Protective Finish \nCASH CHECK OR FINANCED PRICE \nFINANCING AVAILABLE TO THOSE WHO QUALIFY \nNOT RESPONSIBLE FOR TYPOGRAPHICAL ERRORS","14.00 ft","6.60 ft","","1480.00","2995.00","","1515","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","No","2022-03-26T02:02:04-05:00","0","6","http://dealer-cdn.com/yWOEQR/qVvrV2/d50aa02351d1ddf58deca693a8bcc872,http://dealer-cdn.com/yWOEQR/arQDaK/c905eb4233340b4e80b0dbad6874bbfa,http://dealer-cdn.com/yWOEQR/Rtvm88/9957b92267e51ff2a65834109878dcbd,http://dealer-cdn.com/yWOEQR/nwY5xo/93ce523042f0d448e8f2c49222546565,http://dealer-cdn.com/yWOEQR/HZqrui/22d7cba017ab50157f582011256a46c4,http://dealer-cdn.com/yWOEQR/6oeig4/958d83cd597259a726e631b9f5868b49"
"TH25374","Yes","trailer.flatbed","Available","2022","H and H Trailer","H8220EX-100","","2022 H and H Trailer H8220EX-100 Flatbed Trailer","$9375.00","$8715.00","$0.00","$0.00","$10462.66","5JWEX202XNR570342","New","US","CO","Parker","80134","3038414910","EX SPEEDLOADER HH* \nMADE IN THE U.S.A.\n2 5/16&quot; Posi-Lock coupler \nEX Electric Hydraulic Cylinder with Deep Cycle Battery Pump in Pump Box &amp; Corded Remote Tilt Option - Simply push a button; in around 16 seconds the bed is fully tilted and ready to load \n7000lb rated drop leg jack for more clearance \nLow profile headache rack with four supports on front of the deck \nCritical tongue areas are braced and gussets are welded into place \nSteel Toolbox \nFull wrap tongue \nDual extra long safety chains with 'S' hooks \n4-wheel electric brakes with break-away kit and battery \nFull structural channel steel tongue frame and cross members featuring fully conjoined welds \n5 Channel frame construction \nLeaf spring suspension mounted to an equalized JIG fitted suspension system \nTeardrop fenders with ATP rock guard \nTreated 2x8 wood flooring \nFloor pressed into place to help eliminate gaps \nFront and rear end caps bolted into place to eliminate board cupping \nRock guard on fenders fronts helps against chipping \nStake pockets \nFull LED DOT lighting with wiring harness \nCASH CHECK OR FINANCED PRICE \nFINANCING AVAILABLE FOR THOSE WHO QUALIFY \nNOT RESPONSIBLE FOR TYPOGRAPHICAL ERRORS","20.00 ft","6.80 ft","","2590.00","9900.00","","7310","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","No","2022-04-06T02:02:34-05:00","0","6","http://dealer-cdn.com/yWOEQR/OMwnNQ/8daf3502b4138ed3cad3c71cf22dce6e,http://dealer-cdn.com/yWOEQR/IZsDpo/015413ee022e2da0c5bf7f5cbddae0f2,http://dealer-cdn.com/yWOEQR/Z1BlvU/3b4375291805651f10e472412d87b240,http://dealer-cdn.com/yWOEQR/q85YZc/1eea810bc28a7c5c5b97ce199bfa1dde,http://dealer-cdn.com/yWOEQR/YKbwPo/8ed58b40209678efbb5ffd17c4c6102b,http://dealer-cdn.com/yWOEQR/cJYxZw/541fbbc5959bfbfea799ff5957042c8b"
